D|00001659|TEPIC, NAY.   |014|002||22/02/2017|22/02/2017|22/02/2017|+|             $29,500.00|001|   |                $0.00|            $29,500.00|09:35||036550148266011698279                   |16/12/2018|nombre ejemplo 30 caracteres  |REINSCRIPCION||
D|00001659|TEPIC, NAY.   |014|002||22/02/2017|22/02/2017|22/02/2017|+|             $35,261.00|001|   |                $0.00|            $35,261.00|09:46||106550148266011704255                   |16/12/2018|nombre ejemplo 30 caracteres  |REINSCRIPCION||
D|00001659|TEPIC, NAY.   |014|002||22/02/2017|22/02/2017|22/02/2017|+|             $80,639.00|001|   |                $0.00|            $80,639.00|09:52||106550148266011704255                   |16/12/2018|nombre ejemplo 30 caracteres  |REINSCRIPCION||
D|00001659|TEPIC, NAY.   |014|002||22/02/2017|22/02/2017|22/02/2017|-|             $119.04   |001|   |                $0.00|            $119.04   |10:20||AFIL. 1993054                           |16/12/2018|nombre ejemplo 30 caracteres  |REINSCRIPCION||
D|00001659|TEPIC, NAY.   |014|002||22/02/2017|22/02/2017|22/02/2017|-|             $19.04    |001|   |                $0.00|            $19.04    |10:20||AFIL. 1993054                           |16/12/2018|nombre ejemplo 30 caracteres  |REINSCRIPCION||
D|00001659|TEPIC, NAY.   |014|002||22/02/2017|22/02/2017|22/02/2017|-|             $634.80   |001|   |                $0.00|            $634.80   |10:20||AFIL. 1993062                           |16/12/2018|nombre ejemplo 30 caracteres  |REINSCRIPCION||
D|00001659|TEPIC, NAY.   |014|002||22/02/2017|22/02/2017|22/02/2017|-|             $101.56   |001|   |                $0.00|            $101.56   |10:20||AFIL. 1993062                           |16/12/2018|nombre ejemplo 30 caracteres  |REINSCRIPCION||
D|00001659|TEPIC, NAY.   |014|002||22/02/2017|22/02/2017|22/02/2017|+|             $6,722.00 |001|   |                $0.00|            $6,722.00 |10:34||066550148266011783267                   |16/12/2018|nombre ejemplo 30 caracteres  |REINSCRIPCION||
D|00001659|TEPIC, NAY.   |014|002||22/02/2017|22/02/2017|22/02/2017|+|             $8,986.00 |001|   |                $0.00|            $8,986.00 |10:36||111687223                               |16/12/2018|nombre ejemplo 30 caracteres  |REINSCRIPCION||
D|00001659|TEPIC, NAY.   |014|002||22/02/2017|22/02/2017|22/02/2017|+|             $991.00   |001|   |                $0.00|            $991.00   |10:36||311681268                               |16/12/2018|nombre ejemplo 30 caracteres  |REINSCRIPCION||
D|00001659|TEPIC, NAY.   |014|002||22/02/2017|22/02/2017|22/02/2017|+|             $62,673.10|001|   |                $0.00|            $62,673.10|10:36||111682255                               |16/12/2018|nombre ejemplo 30 caracteres  |REINSCRIPCION||
D|00001659|TEPIC, NAY.   |014|002||22/02/2017|22/02/2017|22/02/2017|+|             $7,042.00 |001|   |                $0.00|            $7,042.00 |12:36||036550148266011687249                   |16/12/2018|nombre ejemplo 30 caracteres  |REINSCRIPCION||
D|00001659|TEPIC, NAY.   |014|002||22/02/2017|22/02/2017|22/02/2017|+|             $77,434.67|001|   |                $0.00|            $77,434.67|13:09||066550148266011780228                   |16/12/2018|nombre ejemplo 30 caracteres  |REINSCRIPCION||
D|00001659|TEPIC, NAY.   |014|002||22/02/2017|22/02/2017|22/02/2017|+|             $57,751.00|001|   |                $0.00|            $57,751.00|13:15||036550148266011699292                   |16/12/2018|nombre ejemplo 30 caracteres  |REINSCRIPCION||
D|00001659|TEPIC, NAY.   |014|002||22/02/2017|22/02/2017|22/02/2017|+|             $2,873.00 |001|   |                $0.00|            $2,873.00 |13:16||086550148266011808249                   |16/12/2018|nombre ejemplo 30 caracteres  |REINSCRIPCION||
D|00001659|TEPIC, NAY.   |014|002||22/02/2017|22/02/2017|22/02/2017|+|             $1,120.00 |001|   |                $0.00|            $1,120.00 |13:18||086550148266011808249                   |16/12/2018|nombre ejemplo 30 caracteres  |REINSCRIPCION||
D|00001659|TEPIC, NAY.   |014|002||22/02/2017|22/02/2017|22/02/2017|+|             $11,172.00|001|   |                $0.00|            $11,172.00|13:37||036550148266011702261                   |16/12/2018|nombre ejemplo 30 caracteres  |REINSCRIPCION||
D|00001659|TEPIC, NAY.   |014|002||22/02/2017|22/02/2017|22/02/2017|+|             $3,042.00 |001|   |                $0.00|            $3,042.00 |13:45||113311866911683259                      |16/12/2018|nombre ejemplo 30 caracteres  |REINSCRIPCION||
